paper_id,title,published_date,abstract,entry_id,section_id,theme_id
46,"A Tutorial for Weighted Bipolar Argumentation with Continuous Dynamical
  Systems and the Java Library Attractor",2018-11-30 13:31:04,"Weighted bipolar argumentation frameworks allow modeling decision problems
and online discussions by defining arguments and their relationships. The
strength of arguments can be computed based on an initial weight and the
strength of attacking and supporting arguments. While previous approaches
assumed an acyclic argumentation graph and successively set arguments' strength
based on the strength of their parents, recently continuous dynamical systems
have been proposed as an alternative. Continuous models update arguments'
strength simultaneously and continuously. While there are currently no
analytical guarantees for convergence in general graphs, experiments show that
continuous models can converge quickly in large cyclic graphs with thousands of
arguments. Here, we focus on the high-level ideas of this approach and explain
key results and applications. We also introduce Attractor, a Java library that
can be used to solve weighted bipolar argumentation problems. Attractor
contains implementations of several discrete and continuous models and
numerical algorithms to compute solutions. It also provides base classes that
can be used to implement, to evaluate and to compare continuous models easily.",http://arxiv.org/abs/1811.12787v1,1,1
47,"Strategic ESG-Driven Human Resource Practices: Transforming Employee
  Management for Sustainable Organizational Growth",2025-05-13 03:31:49,"Purpose: This research explores the impact of Environmental, Social, and
Governance (ESG) practices on employee performance and well-being in private
higher education institutions in Bandung, West Java. It seeks to provide
insights into how effective ESG integration can enhance organizational
performance and employee satisfaction. Methodology: A quantitative approach
employing Partial Least Squares Structural Equation Modeling (PLS-SEM) analyzed
the relationships among constructs: environmental practices, social practices,
governance practices, and the dependent variable, employee performance and
well-being. Data were collected from 270 respondents through stratified random
sampling across various administrative roles in 138 private higher education
institutions. Findings: The results showed that environmental practices
positively impact employee performance and well-being, with social practices
also contributing. Governance practices mediate and amplify these effects.
These findings emphasize the importance of integrating sustainable practices
into organizational strategies to improve employee outcomes and overall
institutional performance. Originality: This study explores the impact of ESG
practices on employee performance in private higher education institutions,
focusing on sustainability to enhance engagement and productivity. Unlike
previous research, which focused primarily on corporate sectors or public
universities, it emphasizes the unique challenges of private institutions,
particularly in Bandung, offering new insights into governance practices as
mediators.",http://arxiv.org/abs/2505.08201v1,2,1
48,"A Comparison of Public Causal Search Packages on Linear, Gaussian Data
  with No Latent Variables",2017-09-13 10:41:19,"We compare Tetrad (Java) algorithms to the other public software packages BNT
(Bayes Net Toolbox, Matlab), pcalg (R), bnlearn (R) on the \vanilla"" task of
recovering DAG structure to the extent possible from data generated recursively
from linear, Gaussian structure equation models (SEMs) with no latent
variables, for random graphs, with no additional knowledge of variable order or
adjacency structure, and without additional specification of intervention
information. Each one of the above packages offers at least one implementation
suitable to this purpose. We compare them on adjacency and orientation accuracy
as well as time performance, for fixed datasets. We vary the number of
variables, the number of samples, and the density of graph, for a total of 27
combinations, averaging all statistics over 10 runs, for a total of 270
datasets. All runs are carried out on the same machine and on their native
platforms. An interactive visualization tool is provided for the reader who
wishes to know more than can be documented explicitly in this report.",http://arxiv.org/abs/1709.04240v2,1,1
49,"Uncertainty in Ontologies: Dempster-Shafer Theory for Data Fusion
  Applications",2011-06-20 12:05:20,"Nowadays ontologies present a growing interest in Data Fusion applications.
As a matter of fact, the ontologies are seen as a semantic tool for describing
and reasoning about sensor data, objects, relations and general domain
theories. In addition, uncertainty is perhaps one of the most important
characteristics of the data and information handled by Data Fusion. However,
the fundamental nature of ontologies implies that ontologies describe only
asserted and veracious facts of the world. Different probabilistic, fuzzy and
evidential approaches already exist to fill this gap; this paper recaps the
most popular tools. However none of the tools meets exactly our purposes.
Therefore, we constructed a Dempster-Shafer ontology that can be imported into
any specific domain ontology and that enables us to instantiate it in an
uncertain manner. We also developed a Java application that enables reasoning
about these uncertain ontological instances.",http://arxiv.org/abs/1106.3876v1,1,1
50,"Econometric model of children participation in family dairy farming in
  the center of dairy farming, West Java Province, Indonesia",2021-02-05 14:16:16,"The involvement of children in the family dairy farming is pivotal point to
reduce the cost of production input, especially in smallholder dairy farming.
The purposes of the study are to analysis the factors that influence children's
participation in working in the family dairy farm. The study was held December
2020 in the development center of dairy farming in Pangalengan subdistrict,
West Java Province, Indonesia. The econometric method used in the study was the
logit regression model. The results of the study determine that the there were
number of respondents who participates in family farms was 52.59% of total
respondents, and the rest was no participation in the family farms. There are 3
variables in the model that are very influential on children's participation in
the family dairy farming, such as X1 (number of dairy farm land ownership), X2
(number of family members), and X6 (the amount of work spent on the family's
dairy farm). Key words: Participation, children, family, dairy farming, logit
model",http://arxiv.org/abs/2102.03187v1,2,1
51,Adaptive Task Assignment in Online Learning Environments,2016-06-23 09:09:49,"With the increasing popularity of online learning, intelligent tutoring
systems are regaining increased attention. In this paper, we introduce adaptive
algorithms for personalized assignment of learning tasks to student so that to
improve his performance in online learning environments. As main contribution
of this paper, we propose a a novel Skill-Based Task Selector (SBTS) algorithm
which is able to approximate a student's skill level based on his performance
and consequently suggest adequate assignments. The SBTS is inspired by the
class of multi-armed bandit algorithms. However, in contrast to standard
multi-armed bandit approaches, the SBTS aims at acquiring two criteria related
to student learning, namely: which topics should the student work on, and what
level of difficulty should the task be. The SBTS centers on innovative reward
and punishment schemes in a task and skill matrix based on the student
behaviour.
  To verify the algorithm, the complex student behaviour is modelled using a
neighbour node selection approach based on empirical estimations of a students
learning curve. The algorithm is evaluated with a practical scenario from a
basic java programming course. The SBTS is able to quickly and accurately adapt
to the composite student competency --- even with a multitude of student
models.",http://arxiv.org/abs/1606.07233v1,1,1
52,"Implementing a Wall-In Building Placement in StarCraft with Declarative
  Programming",2013-06-19 09:08:48,"In real-time strategy games like StarCraft, skilled players often block the
entrance to their base with buildings to prevent the opponent's units from
getting inside. This technique, called ""walling-in"", is a vital part of
player's skill set, allowing him to survive early aggression. However, current
artificial players (bots) do not possess this skill, due to numerous
inconveniences surfacing during its implementation in imperative languages like
C++ or Java. In this text, written as a guide for bot programmers, we address
the problem of finding an appropriate building placement that would block the
entrance to player's base, and present a ready to use declarative solution
employing the paradigm of answer set programming (ASP). We also encourage the
readers to experiment with different declarative approaches to this problem.",http://arxiv.org/abs/1306.4460v1,1,1
53,Quality Evaluation of COBOL to Java Code Transformation,2025-07-31 09:06:20,"We present an automated evaluation system for assessing COBOL-to-Java code
translation within IBM's watsonx Code Assistant for Z (WCA4Z). The system
addresses key challenges in evaluating LLM-based translators, including model
opacity and the complexity of translation quality assessment. Our approach
combines analytic checkers with LLM-as-a-judge (LaaJ) techniques to deliver
scalable, multi-faceted evaluations. The system supports continuous integration
workflows, enables large-scale benchmarking, and reduces reliance on manual
review. We describe the system architecture, evaluation strategies, and
reporting mechanisms that provide actionable insights for developers and
project managers, facilitating the evolution of high-quality, modernized
codebases.",http://arxiv.org/abs/2507.23356v1,1,1
54,"Skeleton-Guided-Translation: A Benchmarking Framework for Code
  Repository Translation with Fine-Grained Quality Evaluation",2025-01-27 13:44:51,"The advancement of large language models has intensified the need to
modernize enterprise applications and migrate legacy systems to secure,
versatile languages. However, existing code translation benchmarks primarily
focus on individual functions, overlooking the complexities involved in
translating entire repositories, such as maintaining inter-module coherence and
managing dependencies. While some recent repository-level translation
benchmarks attempt to address these challenges, they still face limitations,
including poor maintainability and overly coarse evaluation granularity, which
make them less developer-friendly. We introduce Skeleton-Guided-Translation, a
framework for repository-level Java to C# code translation with fine-grained
quality evaluation. It uses a two-step process: first translating the
repository's structural ""skeletons"", then translating the full repository
guided by these skeletons. Building on this, we present TRANSREPO-BENCH, a
benchmark of high quality open-source Java repositories and their corresponding
C# skeletons, including matching unit tests and build configurations. Our unit
tests are fixed and can be applied across multiple or incremental translations
without manual adjustments, enhancing automation and scalability in
evaluations. Additionally, we develop fine-grained evaluation metrics that
assess translation quality at the individual test case level, addressing
traditional binary metrics' inability to distinguish when build failures cause
all tests to fail. Evaluations using TRANSREPO-BENCH highlight key challenges
and advance more accurate repository level code translation.",http://arxiv.org/abs/2501.16050v1,1,1
55,Automated Testing of COBOL to Java Transformation,2025-04-14 04:53:30,"Recent advances in Large Language Model (LLM) based Generative AI techniques
have made it feasible to translate enterprise-level code from legacy languages
such as COBOL to modern languages such as Java or Python. While the results of
LLM-based automatic transformation are encouraging, the resulting code cannot
be trusted to correctly translate the original code, making manual validation
of translated Java code from COBOL a necessary but time-consuming and
labor-intensive process. In this paper, we share our experience of developing a
testing framework for IBM Watsonx Code Assistant for Z (WCA4Z) [5], an
industrial tool designed for COBOL to Java translation. The framework automates
the process of testing the functional equivalence of the translated Java code
against the original COBOL programs in an industry context. Our framework uses
symbolic execution to generate unit tests for COBOL, mocking external calls and
transforming them into JUnit tests to validate semantic equivalence with
translated Java. The results not only help identify and repair any detected
discrepancies but also provide feedback to improve the AI model.",http://arxiv.org/abs/2504.10548v1,1,1
56,Worst-Case Analysis is Maximum-A-Posteriori Estimation,2023-10-15 08:24:02,"The worst-case resource usage of a program can provide useful information for
many software-engineering tasks, such as performance optimization and
algorithmic-complexity-vulnerability discovery. This paper presents a generic,
adaptive, and sound fuzzing framework, called DSE-SMC, for estimating
worst-case resource usage. DSE-SMC is generic because it is black-box as long
as the user provides an interface for retrieving resource-usage information on
a given input; adaptive because it automatically balances between exploration
and exploitation of candidate inputs; and sound because it is guaranteed to
converge to the true resource-usage distribution of the analyzed program.
  DSE-SMC is built upon a key observation: resource accumulation in a program
is isomorphic to the soft-conditioning mechanism in Bayesian probabilistic
programming; thus, worst-case resource analysis is isomorphic to the
maximum-a-posteriori-estimation problem of Bayesian statistics. DSE-SMC
incorporates sequential Monte Carlo (SMC) -- a generic framework for Bayesian
inference -- with adaptive evolutionary fuzzing algorithms, in a sound manner,
i.e., DSE-SMC asymptotically converges to the posterior distribution induced by
resource-usage behavior of the analyzed program. Experimental evaluation on
Java applications demonstrates that DSE-SMC is significantly more effective
than existing black-box fuzzing methods for worst-case analysis.",http://arxiv.org/abs/2310.09774v1,1,1
57,"EvoGPT: Enhancing Test Suite Robustness via LLM-Based Generation and
  Genetic Optimization",2025-05-18 13:48:53,"Large Language Models (LLMs) have recently emerged as promising tools for
automated unit test generation. We introduce a hybrid framework called EvoGPT
that integrates LLM-based test generation with evolutionary search techniques
to create diverse, fault-revealing unit tests. Unit tests are initially
generated with diverse temperature sampling to maximize behavioral and test
suite diversity, followed by a generation-repair loop and coverage-guided
assertion enhancement. The resulting test suites are evolved using genetic
algorithms, guided by a fitness function prioritizing mutation score over
traditional coverage metrics. This design emphasizes the primary objective of
unit testing-fault detection. Evaluated on multiple open-source Java projects,
EvoGPT achieves an average improvement of 10% in both code coverage and
mutation score compared to LLMs and traditional search-based software testing
baselines. These results demonstrate that combining LLM-driven diversity,
targeted repair, and evolutionary optimization produces more effective and
resilient test suites.",http://arxiv.org/abs/2505.12424v1,1,1
58,"Achieving Fairness in DareFightingICE Agents Evaluation Through a Delay
  Mechanism",2023-12-26 11:38:36,"This paper proposes a delay mechanism to mitigate the impact of latency
differences in the gRPC framework--a high-performance, open-source universal
remote procedure call (RPC) framework--between different programming languages
on the performance of agents in DareFightingICE, a fighting game research
platform. The study finds that gRPC latency differences between Java and Python
can significantly impact real-time decision-making. Without a delay mechanism,
Java-based agents outperform Python-based ones due to lower gRPC latency on the
Java platform. However, with the proposed delay mechanism, both Java-based and
Python-based agents exhibit similar performance, leading to a fair comparison
between agents developed using different programming languages. Thus, this work
underscores the crucial importance of considering gRPC latency when developing
and evaluating agents in DareFightingICE, and the insights gained could
potentially extend to other gRPC-based applications.",http://arxiv.org/abs/2312.16010v1,1,1
59,Probabilistic Graphical Models on Multi-Core CPUs using Java 8,2016-04-27 09:28:27,"In this paper, we discuss software design issues related to the development
of parallel computational intelligence algorithms on multi-core CPUs, using the
new Java 8 functional programming features. In particular, we focus on
probabilistic graphical models (PGMs) and present the parallelisation of a
collection of algorithms that deal with inference and learning of PGMs from
data. Namely, maximum likelihood estimation, importance sampling, and greedy
search for solving combinatorial optimisation problems. Through these concrete
examples, we tackle the problem of defining efficient data structures for PGMs
and parallel processing of same-size batches of data sets using Java 8
features. We also provide straightforward techniques to code parallel
algorithms that seamlessly exploit multi-core processors. The experimental
analysis, carried out using our open source AMIDST (Analysis of MassIve Data
STreams) Java toolbox, shows the merits of the proposed solutions.",http://arxiv.org/abs/1604.07990v1,1,1
60,"I Can Find You in Seconds! Leveraging Large Language Models for Code
  Authorship Attribution",2025-01-14 14:46:19,"Source code authorship attribution is important in software forensics,
plagiarism detection, and protecting software patch integrity. Existing
techniques often rely on supervised machine learning, which struggles with
generalization across different programming languages and coding styles due to
the need for large labeled datasets. Inspired by recent advances in natural
language authorship analysis using large language models (LLMs), which have
shown exceptional performance without task-specific tuning, this paper explores
the use of LLMs for source code authorship attribution.
  We present a comprehensive study demonstrating that state-of-the-art LLMs can
successfully attribute source code authorship across different languages. LLMs
can determine whether two code snippets are written by the same author with
zero-shot prompting, achieving a Matthews Correlation Coefficient (MCC) of
0.78, and can attribute code authorship from a small set of reference code
snippets via few-shot learning, achieving MCC of 0.77. Additionally, LLMs show
some adversarial robustness against misattribution attacks.
  Despite these capabilities, we found that naive prompting of LLMs does not
scale well with a large number of authors due to input token limitations. To
address this, we propose a tournament-style approach for large-scale
attribution. Evaluating this approach on datasets of C++ (500 authors, 26,355
samples) and Java (686 authors, 55,267 samples) code from GitHub, we achieve
classification accuracy of up to 65% for C++ and 68.7% for Java using only one
reference per author. These results open new possibilities for applying LLMs to
code authorship attribution in cybersecurity and software engineering.",http://arxiv.org/abs/2501.08165v1,1,1
61,"Marking Code Without Breaking It: Code Watermarking for Detecting
  LLM-Generated Code",2025-02-26 05:46:13,"Identifying LLM-generated code through watermarking poses a challenge in
preserving functional correctness. Previous methods rely on the assumption that
watermarking high-entropy tokens effectively maintains output quality. Our
analysis reveals a fundamental limitation of this assumption: syntax-critical
tokens such as keywords often exhibit the highest entropy, making existing
approaches vulnerable to logic corruption. We present STONE, a syntax-aware
watermarking method that embeds watermarks only in non-syntactic tokens and
preserves code integrity. For its rigorous assessment, we also introduce STEM,
a comprehensive framework that balances three critical dimensions: correctness,
detectability, and imperceptibility. Across Python, C++, and Java, STONE
preserves correctness, sustains strong detectability, and achieves balanced
performance with minimal overhead. Our implementation is available at
https://anonymous.4open.science/r/STONE-watermarking-AB4B/.",http://arxiv.org/abs/2502.18851v2,1,1
62,"Fine-tuning LLaMA 2 interference: a comparative study of language
  implementations for optimal efficiency",2025-01-30 19:36:33,"This paper presents a comparative study aimed at optimizing Llama2 inference,
a critical aspect of machine learning and natural language processing (NLP). We
evaluate various programming languages and frameworks, including TensorFlow,
PyTorch, Python, Mojo, C++, and Java, analyzing their performance in terms of
speed, memory consumption, and ease of implementation through extensive
benchmarking. Strengths and limitations of each approach are highlighted, along
with proposed optimization strategies for parallel processing and hardware
utilization. Furthermore, we investigate the Mojo SDK, a novel framework
designed for large language model (LLM) inference on Apple Silicon,
benchmarking its performance against implementations in C, C++, Rust, Zig, Go,
and Julia. Our experiments, conducted on an Apple M1 Max, demonstrate Mojo
SDK's competitive performance, ease of use, and seamless Python compatibility,
positioning it as a strong alternative for LLM inference on Apple Silicon. We
also discuss broader implications for LLM deployment on resource-constrained
hardware and identify potential directions for future research.",http://arxiv.org/abs/2502.01651v1,1,1
63,"Software Vulnerability Prediction Knowledge Transferring Between
  Programming Languages",2023-03-10 19:21:52,"Developing automated and smart software vulnerability detection models has
been receiving great attention from both research and development communities.
One of the biggest challenges in this area is the lack of code samples for all
different programming languages. In this study, we address this issue by
proposing a transfer learning technique to leverage available datasets and
generate a model to detect common vulnerabilities in different programming
languages. We use C source code samples to train a Convolutional Neural Network
(CNN) model, then, we use Java source code samples to adopt and evaluate the
learned model. We use code samples from two benchmark datasets: NIST Software
Assurance Reference Dataset (SARD) and Draper VDISC dataset. The results show
that proposed model detects vulnerabilities in both C and Java codes with
average recall of 72\%. Additionally, we employ explainable AI to investigate
how much each feature contributes to the knowledge transfer mechanisms between
C and Java in the proposed model.",http://arxiv.org/abs/2303.06177v1,1,1
64,"Py-Tetrad and RPy-Tetrad: A New Python Interface with R Support for
  Tetrad Causal Search",2023-08-13 16:29:05,"We give novel Python and R interfaces for the (Java) Tetrad project for
causal modeling, search, and estimation. The Tetrad project is a mainstay in
the literature, having been under consistent development for over 30 years.
Some of its algorithms are now classics, like PC and FCI; others are recent
developments. It is increasingly the case, however, that researchers need to
access the underlying Java code from Python or R. Existing methods for doing
this are inadequate. We provide new, up-to-date methods using the JPype
Python-Java interface and the Reticulate Python-R interface, directly solving
these issues. With the addition of some simple tools and the provision of
working examples for both Python and R, using JPype and Reticulate to interface
Python and R with Tetrad is straightforward and intuitive.",http://arxiv.org/abs/2308.07346v1,1,1
65,CREPO: An Open Repository to Benchmark Credal Network Algorithms,2021-05-10 07:31:59,"Credal networks are a popular class of imprecise probabilistic graphical
models obtained as a Bayesian network generalization based on, so-called
credal, sets of probability mass functions. A Java library called CREMA has
been recently released to model, process and query credal networks. Despite the
NP-hardness of the (exact) task, a number of algorithms is available to
approximate credal network inferences. In this paper we present CREPO, an open
repository of synthetic credal networks, provided together with the exact
results of inference tasks on these models. A Python tool is also delivered to
load these data and interact with CREMA, thus making extremely easy to evaluate
and compare existing and novel inference algorithms. To demonstrate such
benchmarking scheme, we propose an approximate heuristic to be used inside
variable elimination schemes to keep a bound on the maximum number of vertices
generated during the combination step. A CREPO-based validation against
approximate procedures based on linearization and exact techniques performed in
CREMA is finally discussed.",http://arxiv.org/abs/2105.04158v1,1,1
66,"LSPRAG: LSP-Guided RAG for Language-Agnostic Real-Time Unit Test
  Generation",2025-10-25 08:19:21,"Automated unit test generation is essential for robust software development,
yet existing approaches struggle to generalize across multiple programming
languages and operate within real-time development. While Large Language Models
(LLMs) offer a promising solution, their ability to generate high coverage test
code depends on prompting a concise context of the focal method. Current
solutions, such as Retrieval-Augmented Generation, either rely on imprecise
similarity-based searches or demand the creation of costly, language-specific
static analysis pipelines. To address this gap, we present LSPRAG, a framework
for concise-context retrieval tailored for real-time, language-agnostic unit
test generation. LSPRAG leverages off-the-shelf Language Server Protocol (LSP)
back-ends to supply LLMs with precise symbol definitions and references in real
time. By reusing mature LSP servers, LSPRAG provides an LLM with language-aware
context retrieval, requiring minimal per-language engineering effort. We
evaluated LSPRAG on open-source projects spanning Java, Go, and Python.
Compared to the best performance of baselines, LSPRAG increased line coverage
by up to 174.55% for Golang, 213.31% for Java, and 31.57% for Python.",http://arxiv.org/abs/2510.22210v1,1,1
67,"JavaBench: A Benchmark of Object-Oriented Code Generation for Evaluating
  Large Language Models",2024-06-10 06:43:25,"Code generation benchmarks such as HumanEval are widely adopted to evaluate
LLMs' capabilities. However, after consolidating the latest 24 benchmarks, we
noticed three significant imbalances. First, imbalanced programming language.
95.8% of benchmarks involve Python, while only 5 benchmarks involve Java.
Second, imbalanced code granularity. Function-/statement-level benchmarks
account for over 83.3% of benchmarks. Only a mere handful extends to
class-/project-levels, and all are limited to Python. Third, lacking advanced
features. Existing benchmarks primarily assess basic coding skills, while
overlooking advanced Object-Oriented Programming (OOP) features (i.e.,
encapsulation, inheritance, and polymorphism).
  To fill these gaps, we propose JavaBench, a project-level Java benchmark that
exercises OOP features. It comprises four Java projects with 389 methods in 106
Java classes. The test coverage is up to 92%, and JavaBench is attested by 282
undergraduate students, reaching a 90.93/100 average score (i.e., pass rate
against the test suite), ensuring the quality of documentation, code skeleton,
and tests. To better evaluate LLM's capability against JavaBench, we introduce
a systematic evaluation design covering three context settings and five
synthesis strategies at two granularities using three hierarchical metrics. Our
extensive experiment yields several interesting findings. First, we noticed
that regarding project-level Java programming, LLMs are far behind
undergraduate students (no project can be correctly completed by any studied
LLMs, and at most 41.17% Pass@5 in a more relaxed evaluation). Second, using
method signature as prompt context may strike an ideal balance for
project-level code generation. JavaBench is publicly available at
https://github.com/java-bench/JavaBench.",http://arxiv.org/abs/2406.12902v2,1,1
68,"From Empirical Evaluation to Context-Aware Enhancement: Repairing
  Regression Errors with LLMs",2025-06-16 07:49:18,"[...] Since then, various APR approaches, especially those leveraging the
power of large language models (LLMs), have been rapidly developed to fix
general software bugs. Unfortunately, the effectiveness of these advanced
techniques in the context of regression bugs remains largely unexplored. This
gap motivates the need for an empirical study evaluating the effectiveness of
modern APR techniques in fixing real-world regression bugs.
  In this work, we conduct an empirical study of APR techniques on Java
regression bugs. To facilitate our study, we introduce RegMiner4APR, a
high-quality benchmark of Java regression bugs integrated into a framework
designed to facilitate APR research. The current benchmark includes 99
regression bugs collected from 32 widely used real-world Java GitHub
repositories. We begin by conducting an in-depth analysis of the benchmark,
demonstrating its diversity and quality. Building on this foundation, we
empirically evaluate the capabilities of APR to regression bugs by assessing
both traditional APR tools and advanced LLM-based APR approaches. Our
experimental results show that classical APR tools fail to repair any bugs,
while LLM-based APR approaches exhibit promising potential. Motivated by these
results, we investigate impact of incorporating bug-inducing change information
into LLM-based APR approaches for fixing regression bugs. Our results highlight
that this context-aware enhancement significantly improves the performance of
LLM-based APR, yielding 1.8x more successful repairs compared to using
LLM-based APR without such context.",http://arxiv.org/abs/2506.13182v1,1,1
69,SWE-bench-java: A GitHub Issue Resolving Benchmark for Java,2024-08-26 15:30:05,"GitHub issue resolving is a critical task in software engineering, recently
gaining significant attention in both industry and academia. Within this task,
SWE-bench has been released to evaluate issue resolving capabilities of large
language models (LLMs), but has so far only focused on Python version. However,
supporting more programming languages is also important, as there is a strong
demand in industry. As a first step toward multilingual support, we have
developed a Java version of SWE-bench, called SWE-bench-java. We have publicly
released the dataset, along with the corresponding Docker-based evaluation
environment and leaderboard, which will be continuously maintained and updated
in the coming months. To verify the reliability of SWE-bench-java, we implement
a classic method SWE-agent and test several powerful LLMs on it. As is well
known, developing a high-quality multi-lingual benchmark is time-consuming and
labor-intensive, so we welcome contributions through pull requests or
collaboration to accelerate its iteration and refinement, paving the way for
fully automated programming.",http://arxiv.org/abs/2408.14354v1,1,1
70,"LLM-Driven Collaborative Model for Untangling Commits via Explicit and
  Implicit Dependency Reasoning",2025-07-22 09:42:13,"Atomic commits, each of which addresses a single development concern, are a
best practice in software development. However, developers frequently produce
tangled commits that mix unrelated changes due to practical constraints or
unclear boundaries, negatively impacting code review and maintenance. Although
prior commit untangling approaches: rule-based, feature-based, or graph-based,
have made progress, they often rely on shallow signals and fail to distinguish
between explicit dependencies (e.g., control/data flow) and implicit ones
(e.g., semantic or conceptual relationships). In this paper, we propose
ColaUntangle, a new collaborative consultation framework for commit untangling
that models both explicit and implicit dependencies among code changes.
ColaUntangle integrates Large Language Model (LLM)-driven agents in a
multi-agent architecture: one agent specializes in explicit dependencies,
another in implicit ones, and a reviewer agent synthesizes their perspectives
through iterative consultation. To capture explicit and implicit contextual
information, we construct multi-version Program Dependency Graphs (delta-PDG),
enabling agents to reason over code relationships with both symbolic and
semantic depth. We evaluate ColaUntangle on two widely-used datasets (1,612 C#
and 14k Java tangled commits). Experimental results show that ColaUntangle
outperforms the best-performing baseline, achieving an improvement of 44% on
the C# dataset and 100% on the Java dataset. These findings highlight the
potential of LLM-based collaborative frameworks for advancing automated commit
untangling tasks.",http://arxiv.org/abs/2507.16395v1,1,1
71,OctoPack: Instruction Tuning Code Large Language Models,2023-08-14 13:53:54,"Finetuning large language models (LLMs) on instructions leads to vast
performance improvements on natural language tasks. We apply instruction tuning
using code, leveraging the natural structure of Git commits, which pair code
changes with human instructions. We compile CommitPack: 4 terabytes of Git
commits across 350 programming languages. We benchmark CommitPack against other
natural and synthetic code instructions (xP3x, Self-Instruct, OASST) on the 16B
parameter StarCoder model, and achieve state-of-the-art performance among
models not trained on OpenAI outputs, on the HumanEval Python benchmark (46.2%
pass@1). We further introduce HumanEvalPack, expanding the HumanEval benchmark
to a total of 3 coding tasks (Code Repair, Code Explanation, Code Synthesis)
across 6 languages (Python, JavaScript, Java, Go, C++, Rust). Our models,
OctoCoder and OctoGeeX, achieve the best performance across HumanEvalPack among
all permissive models, demonstrating CommitPack's benefits in generalizing to a
wider set of languages and natural coding tasks. Code, models and data are
freely available at https://github.com/bigcode-project/octopack.",http://arxiv.org/abs/2308.07124v2,1,1
72,Can Programming Languages Boost Each Other via Instruction Tuning?,2023-08-31 15:53:51,"When human programmers have mastered a programming language, it would be
easier when they learn a new programming language. In this report, we focus on
exploring whether programming languages can boost each other during the
instruction fine-tuning phase of code large language models. We conduct
extensive experiments of 8 popular programming languages (Python, JavaScript,
TypeScript, C, C++, Java, Go, HTML) on StarCoder. Results demonstrate that
programming languages can significantly improve each other. For example,
CodeM-Python 15B trained on Python is able to increase Java by an absolute
17.95% pass@1 on HumanEval-X. More surprisingly, we found that CodeM-HTML 7B
trained on the HTML corpus can improve Java by an absolute 15.24% pass@1. Our
training data is released at https://github.com/NL2Code/CodeM.",http://arxiv.org/abs/2308.16824v2,1,1
73,"Adaptive Measurement-Based Policy-Driven QoS Management with
  Fuzzy-Rule-based Resource Allocation",2013-11-06 16:23:39,"Fixed and wireless networks are increasingly converging towards common
connectivity with IP-based core networks. Providing effective end-to-end
resource and QoS management in such complex heterogeneous converged network
scenarios requires unified, adaptive and scalable solutions to integrate and
co-ordinate diverse QoS mechanisms of different access technologies with
IP-based QoS. Policy-Based Network Management (PBNM) is one approach that could
be employed to address this challenge. Hence, a policy-based framework for
end-to-end QoS management in converged networks, CNQF (Converged Networks QoS
Management Framework) has been proposed within our project. In this paper, the
CNQF architecture, a Java implementation of its prototype and experimental
validation of key elements are discussed. We then present a fuzzy-based CNQF
resource management approach and study the performance of our implementation
with real traffic flows on an experimental testbed. The results demonstrate the
efficacy of our resource-adaptive approach for practical PBNM systems.",http://arxiv.org/abs/1311.1436v1,1,1
74,"GitGoodBench: A Novel Benchmark For Evaluating Agentic Performance On
  Git",2025-05-28 16:56:11,"Benchmarks for Software Engineering (SE) AI agents, most notably SWE-bench,
have catalyzed progress in programming capabilities of AI agents. However, they
overlook critical developer workflows such as Version Control System (VCS)
operations. To address this issue, we present GitGoodBench, a novel benchmark
for evaluating AI agent performance on VCS tasks. GitGoodBench covers three
core Git scenarios extracted from permissive open-source Python, Java, and
Kotlin repositories. Our benchmark provides three datasets: a comprehensive
evaluation suite (900 samples), a rapid prototyping version (120 samples), and
a training corpus (17,469 samples). We establish baseline performance on the
prototyping version of our benchmark using GPT-4o equipped with custom tools,
achieving a 21.11% solve rate overall. We expect GitGoodBench to serve as a
crucial stepping stone toward truly comprehensive SE agents that go beyond mere
programming.",http://arxiv.org/abs/2505.22583v1,1,1
75,CTBNCToolkit: Continuous Time Bayesian Network Classifier Toolkit,2014-04-18 21:48:34,"Continuous time Bayesian network classifiers are designed for temporal
classification of multivariate streaming data when time duration of events
matters and the class does not change over time. This paper introduces the
CTBNCToolkit: an open source Java toolkit which provides a stand-alone
application for temporal classification and a library for continuous time
Bayesian network classifiers. CTBNCToolkit implements the inference algorithm,
the parameter learning algorithm, and the structural learning algorithm for
continuous time Bayesian network classifiers. The structural learning algorithm
is based on scoring functions: the marginal log-likelihood score and the
conditional log-likelihood score are provided. CTBNCToolkit provides also an
implementation of the expectation maximization algorithm for clustering
purpose. The paper introduces continuous time Bayesian network classifiers. How
to use the CTBNToolkit from the command line is described in a specific
section. Tutorial examples are included to facilitate users to understand how
the toolkit must be used. A section dedicate to the Java library is proposed to
help further code extensions.",http://arxiv.org/abs/1404.4893v1,1,1
